STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,AADTT_ALL_TRUCKS_TREND,ANNUAL_TRUCK_VOLUME_TREND
26,Michigan,0224,1,2005,3314,1209610
26,Michigan,0224,1,2006,3240,1182600
26,Michigan,0224,1,2007,3197,1166905
26,Michigan,0224,1,2008,3056,1118496
26,Michigan,0224,1,2009,2635,961775
26,Michigan,0224,1,2010,2873,1048645
26,Michigan,0224,1,2011,2788,1017620
26,Michigan,0224,1,2012,2988,1093608
26,Michigan,0224,1,2013,3186,3186
1,Alabama,0101,1,1991,0,0
1,Alabama,0101,1,1992,0,0
1,Alabama,0101,1,1993,731,223686
1,Alabama,0101,1,1994,753,274845
1,Alabama,0101,1,1995,775,282875
1,Alabama,0101,1,1996,798,292068
1,Alabama,0101,1,1997,822,300030
1,Alabama,0101,1,1998,847,309155
1,Alabama,0101,1,1999,872,318280
1,Alabama,0101,1,2000,899,329034
1,Alabama,0101,1,2001,925,337625
1,Alabama,0101,1,2002,953,347845
1,Alabama,0101,1,2003,982,358430
1,Alabama,0101,1,2004,1011,370026
1,Alabama,0101,1,2005,1042,172972
1,Alabama,0102,1,1991,0,0
1,Alabama,0102,1,1992,0,0
1,Alabama,0102,1,1993,731,223686
1,Alabama,0102,1,1994,753,274845
1,Alabama,0102,1,1995,775,282875
1,Alabama,0102,1,1996,798,292068
1,Alabama,0102,1,1997,822,300030
1,Alabama,0102,1,1998,847,309155
1,Alabama,0102,1,1999,872,318280
1,Alabama,0102,1,2000,899,329034
1,Alabama,0102,1,2001,925,337625
1,Alabama,0102,1,2002,953,347845
1,Alabama,0102,1,2003,982,358430
1,Alabama,0102,1,2004,1011,370026
1,Alabama,0102,1,2005,1042,172972
1,Alabama,0102,2,2003,982,254338
1,Alabama,0102,2,2004,1011,370026
1,Alabama,0102,2,2005,1042,172972
1,Alabama,0103,1,1991,0,0
1,Alabama,0103,1,1992,0,0
1,Alabama,0103,1,1993,731,223686
1,Alabama,0103,1,1994,753,274845
1,Alabama,0103,1,1995,775,282875
1,Alabama,0103,1,1996,798,292068
1,Alabama,0103,1,1997,822,300030
1,Alabama,0103,1,1998,847,309155
1,Alabama,0103,1,1999,872,318280
1,Alabama,0103,1,2000,899,329034
1,Alabama,0103,1,2001,925,337625
1,Alabama,0103,1,2002,953,347845
1,Alabama,0103,1,2003,982,358430
1,Alabama,0103,1,2004,1011,370026
1,Alabama,0103,1,2005,1042,172972
1,Alabama,0104,1,1991,0,0
1,Alabama,0104,1,1992,0,0
1,Alabama,0104,1,1993,731,223686
1,Alabama,0104,1,1994,753,274845
1,Alabama,0104,1,1995,775,282875
1,Alabama,0104,1,1996,798,292068
1,Alabama,0104,1,1997,822,300030
1,Alabama,0104,1,1998,847,309155
1,Alabama,0104,1,1999,872,318280
1,Alabama,0104,1,2000,899,329034
1,Alabama,0104,1,2001,925,337625
1,Alabama,0104,1,2002,953,347845
1,Alabama,0104,1,2003,982,358430
1,Alabama,0104,1,2004,1011,370026
1,Alabama,0104,1,2005,1042,172972
1,Alabama,0105,1,1991,0,0
1,Alabama,0105,1,1992,0,0
1,Alabama,0105,1,1993,731,223686
1,Alabama,0105,1,1994,753,274845
1,Alabama,0105,1,1995,775,282875
1,Alabama,0105,1,1996,798,292068
1,Alabama,0105,1,1997,822,300030
1,Alabama,0105,1,1998,847,309155
1,Alabama,0105,1,1999,872,318280
1,Alabama,0105,1,2000,899,329034
1,Alabama,0105,1,2001,925,337625
1,Alabama,0105,1,2002,953,347845
1,Alabama,0105,1,2003,982,358430
1,Alabama,0105,1,2004,1011,370026
1,Alabama,0105,1,2005,1042,172972
1,Alabama,0106,1,1991,0,0
1,Alabama,0106,1,1992,0,0
1,Alabama,0106,1,1993,731,223686
1,Alabama,0106,1,1994,753,274845
1,Alabama,0106,1,1995,775,282875
1,Alabama,0106,1,1996,798,292068
1,Alabama,0106,1,1997,822,300030
1,Alabama,0106,1,1998,847,309155
1,Alabama,0106,1,1999,872,318280
1,Alabama,0106,1,2000,899,329034
1,Alabama,0106,1,2001,925,337625
1,Alabama,0106,1,2002,953,347845
1,Alabama,0106,1,2003,982,358430
1,Alabama,0106,1,2004,1011,370026
1,Alabama,0106,1,2005,1042,172972
1,Alabama,0107,1,1991,0,0
1,Alabama,0107,1,1992,0,0
1,Alabama,0107,1,1993,731,223686
1,Alabama,0107,1,1994,753,274845
1,Alabama,0107,1,1995,775,282875
1,Alabama,0107,1,1996,798,292068
1,Alabama,0107,1,1997,822,300030
1,Alabama,0107,1,1998,847,309155
1,Alabama,0107,1,1999,872,318280
1,Alabama,0107,1,2000,899,329034
1,Alabama,0107,1,2001,925,215525
1,Alabama,0107,2,2001,925,303400
1,Alabama,0108,1,1991,0,0
1,Alabama,0108,1,1992,0,0
1,Alabama,0108,1,1993,731,223686
1,Alabama,0108,1,1994,753,274845
1,Alabama,0108,1,1995,775,282875
1,Alabama,0108,1,1996,798,292068
1,Alabama,0108,1,1997,822,300030
1,Alabama,0108,1,1998,847,309155
1,Alabama,0108,1,1999,872,318280
1,Alabama,0108,1,2000,899,329034
1,Alabama,0108,1,2001,925,337625
1,Alabama,0108,1,2002,953,347845
1,Alabama,0108,1,2003,982,358430
1,Alabama,0108,1,2004,1011,370026
1,Alabama,0108,1,2005,1042,172972
1,Alabama,0109,1,1991,0,0
1,Alabama,0109,1,1992,0,0
1,Alabama,0109,1,1993,731,223686
1,Alabama,0109,1,1994,753,274845
1,Alabama,0109,1,1995,775,282875
1,Alabama,0109,1,1996,798,292068
1,Alabama,0109,1,1997,822,300030
1,Alabama,0109,1,1998,847,309155
1,Alabama,0109,1,1999,872,318280
1,Alabama,0109,1,2000,899,329034
1,Alabama,0109,1,2001,925,337625
1,Alabama,0109,1,2002,953,347845
1,Alabama,0109,1,2003,982,358430
1,Alabama,0109,1,2004,1011,370026
1,Alabama,0109,1,2005,1042,172972
1,Alabama,0110,1,1991,0,0
1,Alabama,0110,1,1992,0,0
1,Alabama,0110,1,1993,731,223686
1,Alabama,0110,1,1994,753,274845
1,Alabama,0110,1,1995,775,282875
1,Alabama,0110,1,1996,798,292068
1,Alabama,0110,1,1997,822,300030
1,Alabama,0110,1,1998,847,309155
1,Alabama,0110,1,1999,872,318280
1,Alabama,0110,1,2000,899,329034
1,Alabama,0110,1,2001,925,337625
1,Alabama,0110,1,2002,953,347845
1,Alabama,0110,1,2003,982,358430
1,Alabama,0110,1,2004,1011,370026
1,Alabama,0110,1,2005,1042,172972
1,Alabama,0111,1,1991,0,0
1,Alabama,0111,1,1992,0,0
1,Alabama,0111,1,1993,731,223686
1,Alabama,0111,1,1994,753,274845
1,Alabama,0111,1,1995,775,282875
1,Alabama,0111,1,1996,798,292068
1,Alabama,0111,1,1997,822,300030
1,Alabama,0111,1,1998,847,309155
1,Alabama,0111,1,1999,872,318280
1,Alabama,0111,1,2000,899,329034
1,Alabama,0111,1,2001,925,337625
1,Alabama,0111,1,2002,953,347845
1,Alabama,0111,1,2003,982,358430
1,Alabama,0111,1,2004,1011,370026
1,Alabama,0111,1,2005,1042,172972
1,Alabama,0112,1,1991,0,0
1,Alabama,0112,1,1992,0,0
1,Alabama,0112,1,1993,731,223686
1,Alabama,0112,1,1994,753,274845
1,Alabama,0112,1,1995,775,282875
1,Alabama,0112,1,1996,798,292068
1,Alabama,0112,1,1997,822,300030
1,Alabama,0112,1,1998,847,309155
1,Alabama,0112,1,1999,872,318280
1,Alabama,0112,1,2000,899,329034
1,Alabama,0112,1,2001,925,337625
1,Alabama,0112,1,2002,953,347845
1,Alabama,0112,1,2003,982,358430
1,Alabama,0112,1,2004,1011,370026
1,Alabama,0112,1,2005,1042,172972
1,Alabama,0161,1,1991,0,0
1,Alabama,0161,1,1992,0,0
1,Alabama,0161,1,1993,731,223686
1,Alabama,0161,1,1994,753,274845
1,Alabama,0161,1,1995,775,282875
1,Alabama,0161,1,1996,798,292068
1,Alabama,0161,1,1997,822,300030
1,Alabama,0161,1,1998,847,309155
1,Alabama,0161,1,1999,872,318280
1,Alabama,0161,1,2000,899,329034
1,Alabama,0161,1,2001,925,337625
1,Alabama,0161,1,2002,953,347845
1,Alabama,0161,1,2003,982,358430
1,Alabama,0161,1,2004,1011,370026
1,Alabama,0161,1,2005,1042,172972
1,Alabama,0162,1,1991,0,0
1,Alabama,0162,1,1992,0,0
1,Alabama,0162,1,1993,731,223686
1,Alabama,0162,1,1994,753,274845
1,Alabama,0162,1,1995,775,282875
1,Alabama,0162,1,1996,798,292068
1,Alabama,0162,1,1997,822,300030
1,Alabama,0162,1,1998,847,309155
1,Alabama,0162,1,1999,872,318280
1,Alabama,0162,1,2000,899,329034
1,Alabama,0162,1,2001,925,337625
1,Alabama,0162,1,2002,953,347845
1,Alabama,0162,1,2003,982,358430
1,Alabama,0162,1,2004,1011,370026
1,Alabama,0162,1,2005,1042,172972
1,Alabama,0163,1,1991,0,0
1,Alabama,0163,1,1992,0,0
1,Alabama,0163,1,1993,731,223686
1,Alabama,0163,1,1994,753,274845
1,Alabama,0163,1,1995,775,282875
1,Alabama,0163,1,1996,798,292068
1,Alabama,0163,1,1997,822,300030
1,Alabama,0163,1,1998,847,309155
1,Alabama,0163,1,1999,872,318280
1,Alabama,0163,1,2000,899,329034
1,Alabama,0163,1,2001,925,337625
1,Alabama,0163,1,2002,953,347845
1,Alabama,0163,1,2003,982,358430
1,Alabama,0163,1,2004,1011,370026
1,Alabama,0163,1,2005,1042,172972
1,Alabama,0502,1,1976,242,51788
1,Alabama,0502,1,1977,251,91615
1,Alabama,0502,1,1978,293,106945
1,Alabama,0502,1,1979,295,107675
1,Alabama,0502,1,1980,290,106140
1,Alabama,0502,1,1981,291,106215
1,Alabama,0502,1,1982,243,88695
1,Alabama,0502,1,1983,260,94900
1,Alabama,0502,1,1984,345,126270
1,Alabama,0502,1,1985,350,127750
1,Alabama,0502,1,1986,390,142350
1,Alabama,0502,1,1987,436,159140
1,Alabama,0502,1,1988,466,170556
1,Alabama,0502,1,1989,489,178485
1,Alabama,0502,1,1990,391,142715
1,Alabama,0502,1,1991,402,146730
1,Alabama,0502,1,1992,415,151890
1,Alabama,0502,1,1993,427,155855
1,Alabama,0502,1,1994,241,87965
1,Alabama,0502,1,1995,453,165345
1,Alabama,0502,1,1996,467,170922
1,Alabama,0502,1,1997,481,175565
1,Alabama,0502,1,1998,495,180675
1,Alabama,0502,1,1999,510,186150
1,Alabama,0502,1,2000,502,183732
1,Alabama,0502,1,2001,512,186880
1,Alabama,0502,1,2002,523,190895
1,Alabama,0502,1,2003,533,194545
1,Alabama,0502,1,2004,543,198738
1,Alabama,0502,1,2005,554,202210
1,Alabama,0502,1,2006,564,205860
1,Alabama,0502,1,2007,575,209875
1,Alabama,0502,1,2008,585,214110
1,Alabama,0502,1,2009,595,217175
1,Alabama,0502,1,2010,606,221190
1,Alabama,0502,1,2011,616,224840
1,Alabama,0502,1,2012,627,229482
1,Alabama,0502,1,2013,637,232505
1,Alabama,0502,1,2014,647,236155
1,Alabama,0502,1,2015,658,240170
1,Alabama,0502,1,2016,668,244488
1,Alabama,0502,1,2017,679,247835
1,Alabama,0502,2,1991,402,5226
1,Alabama,0502,2,1992,415,151890
1,Alabama,0502,2,1993,427,155855
1,Alabama,0502,2,1994,241,87965
1,Alabama,0502,2,1995,453,165345
1,Alabama,0502,2,1996,467,170922
1,Alabama,0502,2,1997,481,175565
1,Alabama,0502,2,1998,495,180675
1,Alabama,0502,2,1999,510,186150
1,Alabama,0502,2,2000,502,183732
1,Alabama,0502,2,2001,512,186880
1,Alabama,0502,2,2002,523,190895
1,Alabama,0502,2,2003,533,194545
1,Alabama,0502,2,2004,543,198738
1,Alabama,0502,2,2005,554,202210
1,Alabama,0502,2,2006,564,205860
1,Alabama,0502,2,2007,575,209875
1,Alabama,0502,2,2008,585,214110
1,Alabama,0502,2,2009,595,217175
1,Alabama,0502,2,2010,606,221190
1,Alabama,0502,2,2011,616,224840
1,Alabama,0502,2,2012,627,229482
1,Alabama,0502,2,2013,637,232505
1,Alabama,0502,2,2014,647,236155
1,Alabama,0502,2,2015,658,240170
1,Alabama,0502,2,2016,668,244488
1,Alabama,0502,2,2017,679,247835
1,Alabama,0503,1,1976,242,51788
1,Alabama,0503,1,1977,251,91615
1,Alabama,0503,1,1978,293,106945
1,Alabama,0503,1,1979,295,107675
1,Alabama,0503,1,1980,290,106140
1,Alabama,0503,1,1981,291,106215
1,Alabama,0503,1,1982,243,88695
1,Alabama,0503,1,1983,260,94900
1,Alabama,0503,1,1984,345,126270
1,Alabama,0503,1,1985,350,127750
1,Alabama,0503,1,1986,390,142350
1,Alabama,0503,1,1987,436,159140
1,Alabama,0503,1,1988,466,170556
1,Alabama,0503,1,1989,489,178485
1,Alabama,0503,1,1990,391,142715
1,Alabama,0503,1,1991,402,146730
1,Alabama,0503,1,1992,415,151890
1,Alabama,0503,1,1993,427,155855
1,Alabama,0503,1,1994,241,87965
1,Alabama,0503,1,1995,453,165345
1,Alabama,0503,1,1996,467,170922
1,Alabama,0503,1,1997,481,175565
1,Alabama,0503,1,1998,495,180675
1,Alabama,0503,1,1999,510,186150
1,Alabama,0503,1,2000,502,183732
1,Alabama,0503,1,2001,512,186880
1,Alabama,0503,1,2002,523,190895
1,Alabama,0503,1,2003,533,194545
1,Alabama,0503,1,2004,543,198738
1,Alabama,0503,1,2005,554,202210
1,Alabama,0503,1,2006,564,205860
1,Alabama,0503,1,2007,575,209875
1,Alabama,0503,1,2008,585,214110
1,Alabama,0503,1,2009,595,217175
1,Alabama,0503,1,2010,606,221190
1,Alabama,0503,1,2011,616,224840
1,Alabama,0503,1,2012,627,229482
1,Alabama,0503,1,2013,637,232505
1,Alabama,0503,1,2014,647,236155
1,Alabama,0503,1,2015,658,240170
1,Alabama,0503,1,2016,668,244488
1,Alabama,0503,1,2017,679,247835
1,Alabama,0503,2,1991,402,6432
1,Alabama,0503,2,1992,415,151890
1,Alabama,0503,2,1993,427,155855
1,Alabama,0503,2,1994,241,87965
1,Alabama,0503,2,1995,453,165345
1,Alabama,0503,2,1996,467,170922
1,Alabama,0503,2,1997,481,175565
1,Alabama,0503,2,1998,495,180675
1,Alabama,0503,2,1999,510,186150
1,Alabama,0503,2,2000,502,183732
1,Alabama,0503,2,2001,512,186880
1,Alabama,0503,2,2002,523,190895
1,Alabama,0503,2,2003,533,194545
1,Alabama,0503,2,2004,543,198738
1,Alabama,0503,2,2005,554,202210
1,Alabama,0507,1,1992,415,151890
1,Alabama,0507,1,1993,427,155855
1,Alabama,0507,1,1994,241,87965
1,Alabama,0507,1,1995,453,165345
1,Alabama,0507,1,1996,467,170922
1,Alabama,0507,1,1997,481,175565
1,Alabama,0507,1,1998,495,180675
1,Alabama,0507,1,1999,510,186150
1,Alabama,0507,1,2000,502,183732
1,Alabama,0507,1,2001,512,186880
1,Alabama,0507,1,2002,523,190895
1,Alabama,0507,1,2003,533,194545
1,Alabama,0507,1,2004,543,198738
1,Alabama,0507,1,2005,554,202210
1,Alabama,0508,1,1998,495,180675
1,Alabama,0508,1,1999,510,186150
1,Alabama,0508,1,2000,502,183732
1,Alabama,0508,1,2001,512,186880
1,Alabama,0508,1,2002,523,190895
1,Alabama,0508,1,2003,533,194545
1,Alabama,0508,1,2004,543,198738
1,Alabama,0508,1,2005,554,202210
1,Alabama,0508,1,2006,564,205860
1,Alabama,0508,1,2007,575,209875
1,Alabama,0508,1,2008,585,214110
1,Alabama,0508,1,2009,595,217175
1,Alabama,0508,1,2010,606,221190
1,Alabama,0508,1,2011,616,224840
1,Alabama,0508,1,2012,627,229482
1,Alabama,0508,1,2013,637,232505
1,Alabama,0508,1,2014,647,236155
1,Alabama,0508,1,2015,658,240170
1,Alabama,0508,1,2016,668,244488
1,Alabama,0508,1,2017,679,247835
1,Alabama,0508,2,1991,402,9246
1,Alabama,0508,2,1992,415,151890
1,Alabama,0508,2,1993,427,155855
1,Alabama,0508,2,1994,241,87965
1,Alabama,0508,2,1995,453,165345
1,Alabama,0508,2,1996,467,170922
1,Alabama,0508,2,1997,481,175565
1,Alabama,0508,2,1998,495,180675
1,Alabama,0508,2,1999,510,186150
1,Alabama,0508,2,2000,502,183732
1,Alabama,0508,2,2001,512,186880
1,Alabama,0508,2,2002,523,190895
1,Alabama,0508,2,2003,533,194545
1,Alabama,0508,2,2004,543,198738
1,Alabama,0508,2,2005,554,202210
1,Alabama,0508,2,2006,564,205860
1,Alabama,0508,2,2007,575,209875
1,Alabama,0508,2,2008,585,214110
1,Alabama,0508,2,2009,595,217175
1,Alabama,0508,2,2010,606,221190
1,Alabama,0508,2,2011,616,224840
1,Alabama,0508,2,2012,627,229482
1,Alabama,0508,2,2013,637,232505
1,Alabama,0508,2,2014,647,236155
1,Alabama,0508,2,2015,658,240170
1,Alabama,0508,2,2016,668,244488
1,Alabama,0508,2,2017,679,247835
1,Alabama,0509,1,1976,242,51788
1,Alabama,0509,1,1977,251,91615
1,Alabama,0509,1,1978,293,106945
1,Alabama,0509,1,1979,295,107675
1,Alabama,0509,1,1980,290,106140
1,Alabama,0509,1,1981,291,106215
1,Alabama,0509,1,1982,243,88695
1,Alabama,0509,1,1983,260,94900
1,Alabama,0509,1,1984,345,126270
1,Alabama,0509,1,1985,350,127750
1,Alabama,0509,1,1986,390,142350
1,Alabama,0509,1,1987,436,159140
1,Alabama,0509,1,1988,466,170556
1,Alabama,0509,1,1989,489,178485
1,Alabama,0509,1,1990,391,142715
1,Alabama,0509,1,1991,402,146730
1,Alabama,0509,1,1992,415,151890
1,Alabama,0509,1,1993,427,155855
1,Alabama,0509,1,1994,241,87965
1,Alabama,0509,1,1995,453,165345
1,Alabama,0509,1,1996,467,170922
1,Alabama,0509,1,1997,481,175565
1,Alabama,0509,1,1998,495,180675
1,Alabama,0509,1,1999,510,186150
1,Alabama,0509,1,2000,502,183732
1,Alabama,0509,1,2001,512,186880
1,Alabama,0505,1,1999,510,186150
1,Alabama,0505,1,2000,502,183732
1,Alabama,0505,1,2001,512,186880
1,Alabama,0505,1,2002,523,190895
1,Alabama,0505,1,2003,533,194545
1,Alabama,0505,1,2004,543,198738
1,Alabama,0505,1,2005,554,202210
1,Alabama,0505,1,2006,564,205860
1,Alabama,0505,1,2007,575,209875
1,Alabama,0505,1,2008,585,214110
1,Alabama,0505,1,2009,595,217175
1,Alabama,0505,1,2010,606,221190
1,Alabama,0505,1,2011,616,224840
1,Alabama,0505,1,2012,627,229482
1,Alabama,0505,1,2013,637,232505
1,Alabama,0505,1,2014,647,236155
1,Alabama,0505,1,2015,658,240170
1,Alabama,0505,1,2016,668,244488
1,Alabama,0505,1,2017,679,247835
1,Alabama,0505,2,1991,402,5226
1,Alabama,0505,2,1992,415,151890
1,Alabama,0505,2,1993,427,155855
1,Alabama,0505,2,1994,241,87965
1,Alabama,0505,2,1995,453,165345
1,Alabama,0505,2,1996,467,170922
1,Alabama,0505,2,1997,481,175565
1,Alabama,0505,2,1998,495,180675
1,Alabama,0505,2,1999,510,186150
1,Alabama,0505,2,2000,502,183732
1,Alabama,0505,2,2001,512,186880
1,Alabama,0505,2,2002,523,190895
1,Alabama,0505,2,2003,533,194545
1,Alabama,0505,2,2004,543,198738
1,Alabama,0505,2,2005,554,202210
1,Alabama,0505,2,2006,564,205860
1,Alabama,0505,2,2007,575,209875
1,Alabama,0505,2,2008,585,214110
1,Alabama,0505,2,2009,595,217175
1,Alabama,0505,2,2010,606,221190
1,Alabama,0505,2,2011,616,224840
1,Alabama,0505,2,2012,627,229482
1,Alabama,0505,2,2013,637,232505
1,Alabama,0505,2,2014,647,236155
1,Alabama,0505,2,2015,658,240170
1,Alabama,0505,2,2016,668,244488
1,Alabama,0505,2,2017,679,247835
1,Alabama,0506,1,1976,242,51788
1,Alabama,0506,1,1977,251,91615
1,Alabama,0506,1,1978,293,106945
1,Alabama,0506,1,1979,295,107675
1,Alabama,0506,1,1980,290,106140
1,Alabama,0506,1,1981,291,106215
1,Alabama,0506,1,1982,243,88695
1,Alabama,0506,1,1983,260,94900
1,Alabama,0506,1,1984,345,126270
1,Alabama,0506,1,1985,350,127750
1,Alabama,0506,1,1986,390,142350
1,Alabama,0506,1,1987,436,159140
1,Alabama,0506,1,1988,466,170556
1,Alabama,0506,1,1989,489,178485
1,Alabama,0506,1,1990,391,142715
1,Alabama,0506,1,1991,402,146730
1,Alabama,0506,1,1992,415,151890
1,Alabama,0506,1,1993,427,155855
1,Alabama,0506,1,1994,241,87965
1,Alabama,0506,1,1995,453,165345
1,Alabama,0506,1,1996,467,170922
1,Alabama,0506,1,1997,481,175565
1,Alabama,0506,1,1998,495,180675
1,Alabama,0506,1,1999,510,186150
1,Alabama,0506,1,2000,502,183732
1,Alabama,0506,1,2001,512,186880
1,Alabama,0506,1,2002,523,190895
1,Alabama,0563,1,2006,564,205860
1,Alabama,0563,1,2007,575,209875
1,Alabama,0563,1,2008,585,214110
1,Alabama,0563,1,2009,595,217175
1,Alabama,0563,1,2010,606,221190
1,Alabama,0563,1,2011,616,224840
1,Alabama,0563,1,2012,627,229482
1,Alabama,0563,1,2013,637,124852
1,Alabama,0563,2,1991,402,9246
1,Alabama,0563,2,1992,415,151890
1,Alabama,0563,2,1993,427,155855
1,Alabama,0563,2,1994,241,87965
1,Alabama,0563,2,1995,453,165345
1,Alabama,0563,2,1996,467,170922
1,Alabama,0563,2,1997,481,175565
1,Alabama,0563,2,1998,495,180675
1,Alabama,0563,2,1999,510,186150
1,Alabama,0563,2,2000,502,183732
1,Alabama,0563,2,2001,512,186880
1,Alabama,0563,2,2002,523,190895
1,Alabama,0563,2,2003,533,194545
1,Alabama,0563,2,2004,543,198738
1,Alabama,0563,2,2005,554,202210
1,Alabama,0563,2,2006,564,205860
1,Alabama,0563,2,2007,575,209875
1,Alabama,0563,2,2008,585,214110
1,Alabama,0563,2,2009,595,217175
1,Alabama,0604,2,2005,1372,500780
1,Alabama,0604,2,2006,1413,515745
1,Alabama,0604,2,2007,1455,531075
1,Alabama,0604,2,2008,1499,433211
1,Alabama,0605,1,1966,433,92662
1,Alabama,0605,1,1967,446,162790
1,Alabama,0605,1,1968,459,167994
1,Alabama,0605,1,1969,473,172645
1,Alabama,0605,1,1970,487,177755
1,Alabama,0605,1,1971,501,182865
1,Alabama,0605,1,1972,516,188856
1,Alabama,0605,1,1973,531,193815
1,Alabama,0605,1,1974,547,199655
1,Alabama,0605,1,1975,563,205495
1,Alabama,0605,1,1976,580,212280
1,Alabama,0605,1,1977,597,217905
1,Alabama,0605,1,1978,614,224110
1,Alabama,0605,1,1979,632,230680
1,Alabama,0605,1,1980,651,238266
1,Alabama,0605,1,1981,670,244550
1,Alabama,0605,1,1982,690,251850
1,Alabama,0605,1,1983,711,259515
1,Alabama,0605,1,1984,732,267912
1,Alabama,0605,1,1985,753,274845
1,Alabama,0563,2,2010,606,221190
1,Alabama,0563,2,2011,616,224840
1,Alabama,0563,2,2012,627,229482
1,Alabama,0563,2,2013,637,124852
1,Alabama,0563,3,1999,510,117810
1,Alabama,0563,3,2000,502,183732
1,Alabama,0563,3,2001,512,186880
1,Alabama,0563,3,2002,523,190895
1,Alabama,0563,3,2003,533,194545
1,Alabama,0563,3,2004,543,198738
1,Alabama,0563,3,2005,554,202210
1,Alabama,0563,3,2006,564,205860
1,Alabama,0563,3,2007,575,209875
1,Alabama,0563,3,2008,585,214110
1,Alabama,0563,3,2009,595,217175
1,Alabama,0563,3,2010,606,221190
1,Alabama,0563,3,2011,616,224840
1,Alabama,0563,3,2012,627,229482
1,Alabama,0563,3,2013,637,124852
1,Alabama,0563,4,2013,637,108290
1,Alabama,0563,4,2014,647,236155
1,Alabama,0563,4,2015,658,240170
1,Alabama,0563,4,2016,668,244488
1,Alabama,0563,4,2017,679,247835
1,Alabama,0564,1,1976,242,51788
1,Alabama,0564,1,1977,251,91615
1,Alabama,0564,1,1978,293,106945
1,Alabama,0564,1,1979,295,107675
1,Alabama,0564,1,1980,290,106140
1,Alabama,0564,1,1981,291,106215
1,Alabama,0564,1,1982,243,88695
1,Alabama,0564,1,1983,260,94900
1,Alabama,0564,1,1984,345,126270
1,Alabama,0564,1,1985,350,127750
1,Alabama,0564,1,1986,390,142350
1,Alabama,0564,1,1987,436,159140
1,Alabama,0564,1,1988,466,170556
1,Alabama,0564,1,1989,489,178485
1,Alabama,0564,1,1990,391,142715
1,Alabama,0564,1,1991,402,146730
1,Alabama,0564,1,1992,415,151890
1,Alabama,0564,1,1993,427,155855
1,Alabama,0564,1,1994,241,87965
1,Alabama,0564,1,1995,453,165345
1,Alabama,0564,1,1996,467,170922
1,Alabama,0564,1,1997,481,175565
1,Alabama,0564,1,1998,495,180675
1,Alabama,0564,1,1999,510,45900
1,Alabama,0564,2,1991,402,9246
1,Alabama,0564,2,1992,415,151890
1,Alabama,0564,2,1993,427,155855
1,Alabama,0564,2,1994,241,87965
1,Alabama,0564,2,1995,453,165345
1,Alabama,0564,2,1996,467,170922
1,Alabama,0564,2,1997,481,175565
1,Alabama,0564,2,1998,495,180675
1,Alabama,0564,2,1999,510,45900
1,Alabama,0601,1,1966,433,92662
1,Alabama,0601,1,1967,446,162790
1,Alabama,0601,1,1968,459,167994
1,Alabama,0601,1,1969,473,172645
1,Alabama,0601,1,1970,487,177755
1,Alabama,0601,1,1971,501,182865
1,Alabama,0601,1,1972,516,188856
1,Alabama,0601,1,1973,531,193815
1,Alabama,0601,1,1974,547,199655
1,Alabama,0601,1,1975,563,205495
1,Alabama,0601,1,1976,580,212280
1,Alabama,0601,1,1977,597,217905
1,Alabama,0601,1,1978,614,224110
1,Alabama,0601,1,1979,632,230680
1,Alabama,0601,1,1980,651,238266
1,Alabama,0601,1,1981,670,244550
1,Alabama,0601,1,1982,690,251850
1,Alabama,0601,1,1983,711,259515
1,Alabama,0601,1,1984,732,267912
1,Alabama,0601,1,1985,753,274845
1,Alabama,0601,1,1986,776,283240
1,Alabama,0601,1,1987,798,291270
1,Alabama,0601,1,1988,822,300852
1,Alabama,0601,1,1989,846,308790
1,Alabama,0601,1,1990,871,317915
1,Alabama,0601,1,1991,897,327405
1,Alabama,0601,1,1992,924,338184
1,Alabama,0601,1,1993,951,347115
1,Alabama,0601,1,1994,979,357335
1,Alabama,0601,1,1995,1008,367920
1,Alabama,0601,1,1996,1038,379908
1,Alabama,0601,1,1997,1083,395295
1,Alabama,0601,1,1998,1115,406975
1,Alabama,0601,1,1999,1149,419385
1,Alabama,0601,1,2000,1183,432978
1,Alabama,0601,1,2001,1219,444935
1,Alabama,0601,1,2002,1255,458075
1,Alabama,0601,1,2003,1293,471945
1,Alabama,0509,1,2002,523,190895
1,Alabama,0509,1,2003,533,194545
1,Alabama,0509,1,2004,543,198738
1,Alabama,0509,1,2005,554,202210
1,Alabama,0509,1,2006,564,205860
1,Alabama,0509,1,2007,575,209875
1,Alabama,0509,1,2008,585,214110
1,Alabama,0509,1,2009,595,217175
1,Alabama,0509,1,2010,606,221190
1,Alabama,0509,1,2011,616,224840
1,Alabama,0509,1,2012,627,229482
1,Alabama,0509,1,2013,637,232505
1,Alabama,0509,1,2014,647,236155
1,Alabama,0509,1,2015,658,240170
1,Alabama,0509,1,2016,668,244488
1,Alabama,0509,1,2017,679,247835
1,Alabama,0509,2,1991,402,9246
1,Alabama,0509,2,1992,415,151890
1,Alabama,0509,2,1993,427,155855
1,Alabama,0509,2,1994,241,87965
1,Alabama,0509,2,1995,453,165345
1,Alabama,0509,2,1996,467,170922
1,Alabama,0509,2,1997,481,175565
1,Alabama,0509,2,1998,495,180675
1,Alabama,0509,2,1999,510,186150
1,Alabama,0509,2,2000,502,183732
1,Alabama,0509,2,2001,512,186880
1,Alabama,0509,2,2002,523,190895
